,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,중복컬럼_2,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
5022,11205571,연세무척나은병원,Heka fast(보조기 압박용 밴드),,,,,,,"15,000","15,000",,재료대,,,
5023,11205571,연세무척나은병원,Velpeau band,,,,,,,"25,000","25,000",,재료대,,,
5024,11205571,연세무척나은병원,Innomed Silicone Tape Silicone POUCH,,,,,,,"6,000","6,000",,재료대,,,
5025,11205571,연세무척나은병원,KNEE brace,,,,,,,"80,000","80,000",,재료대,,,
5026,11205571,연세무척나은병원,Liquiband,,,,,,,"80,000","120,000",,재료대,,,
5027,11205571,연세무척나은병원,Exofin Hvta 2-Octyl Cyanoacryla,,,,,,,"120,000","120,000",,재료대,,,
5028,11205571,연세무척나은병원,Tissue Aid,,,,,,,"140,000","140,000",,재료대,,,
5029,11205571,연세무척나은병원,가딕스,,,,,,,"250,000","500,000",,재료대,,,
5030,11205571,연세무척나은병원,Quikclot Hemostatic Dressing,,,,,,,"90,000","90,000",,재료대,,,
5031,11205571,연세무척나은병원,Uni Heated Wire Circuit Eva,,,,,,,"110,000","110,000",,재료대,,,
5032,11205571,연세무척나은병원,E-Holder Abs,,,,,,,"30,000","30,000",,재료대,,,
5033,11205571,연세무척나은병원,Spacer Titanium,,,,,,,"40,000","40,000",,재료대,,,
5034,11205571,연세무척나은병원,Histoacryl,,,,,,,"150,000","150,000",,재료대,,,
5035,11205571,연세무척나은병원,Apis Ridd Peek,,,,,,,"2,500,000","2,500,000",,재료대,,,
5036,11205571,연세무척나은병원,RF-CURER,,,,,,,"1,600,000","1,600,000",,재료대,,,
5037,11205571,연세무척나은병원,EDEN cath,,,,,,,"600,000","600,000",,재료대,,,
5038,11205571,연세무척나은병원,"Epinaut Stainless Steel, Abs Resin 등",,,,,,,"600,000","600,000",,재료대,,,
5039,11205571,연세무척나은병원,"Into-Lb,Into-Cb Stainless Steel 등",,,,,,,"1,600,000","1,600,000",,재료대,,,
5040,11205571,연세무척나은병원,LDISQ,,,,,,,"1,600,000","1,600,000",,재료대,,,
5041,11205571,연세무척나은병원,ZINEU cath,,,,,,,"1,800,000","1,800,000",,재료대,,,
5042,11205571,연세무척나은병원,PD-AN,,,,,,,"1,600,000","1,600,000",,재료대,,,
5043,11205571,연세무척나은병원,Spinaut-V Polyurethane,,,,,,,"1,800,000","1,800,000",,재료대,,,
5044,11205571,연세무척나은병원,FORA-B,,,,,,,"1,800,000","1,800,000",,재료대,,,
5045,11205571,연세무척나은병원,Expendio Balloon Catheter,,,,,,,"1,800,000","1,800,000",,재료대,,,
5046,11205571,연세무척나은병원,Claudicare Polycarbonate,,,,,,,"1,800,000","1,800,000",,재료대,,,
5047,11205571,연세무척나은병원,Trigger-Flex Bipolar System,,,,,,,"2,700,000","4,300,000",,재료대,,,
5048,11205571,연세무척나은병원,일회용발조절식전기수술기용전극,,,,,,,"2,700,000","4,300,000",,재료대,,,
5049,11205571,연세무척나은병원,Idolphin-S Polyurethane,,,,,,,"1,800,000","1,800,000",,재료대,,,
5050,11205571,연세무척나은병원,FELIX-LPLIF(cage),,,,,,,"600,000","600,000",,재료대,,,
5051,11205571,연세무척나은병원,ENDO SPINAL LUMBAR CAGE,,,,,,,"600,000","600,000",,재료대,,,
5052,11205571,연세무척나은병원,ENDO SPINAL FIXATION SCREW III,,,,,,,"380,000","380,000",,재료대,,,
5053,11205571,연세무척나은병원,ENDO SPINAL FIXATION ROD III,,,,,,,"150,000","150,000",,재료대,,,
5054,11205571,연세무척나은병원,HM MEGAFIX SCREW,,,,,,,"380,000","380,000",,재료대,,,
5055,11205571,연세무척나은병원,HM MEGAFIX ROD,,,,,,,"150,000","150,000",,재료대,,,
5056,11205571,연세무척나은병원,HM PLIF CAGE,,,,,,,"600,000","600,000",,재료대,,,
5057,11205571,연세무척나은병원,RATO,,,,,,,"1,500,000","1,500,000",,재료대,,,
5058,11205571,연세무척나은병원,Rotaio,,,,,,,"4,500,000","4,500,000",,재료대,,,
5059,11205571,연세무척나은병원,스트링(K-D Clamp),,,,,,,"250,000","250,000",,재료대,,,
5060,11205571,연세무척나은병원,floseal,,,,,,,"700,000","700,000",,재료대,,,
5061,11205571,연세무척나은병원,Oxiplex,,,,,,,"880,000","880,000",,재료대,,,
5062,11205571,연세무척나은병원,bongener,,,,,,,"1,500,000","1,500,000",,재료대,,,
5063,11205571,연세무척나은병원,CARTISTEM,,,,,,,"7,000,000","7,000,000",,재료대,,,
5064,11205571,연세무척나은병원,Dbm,,,,,,,"495,000","1,500,000",,재료대,,,
5065,11205571,연세무척나은병원,DBX,,,,,,,"530,000","530,000",,재료대,,,
5066,31209793,인천마디병원,SONO Doppler(상지),,,,,,"100,000",,,XS0026,,,,
5067,31209793,인천마디병원,SONO Doppler(하지정맥류),,,,,,"100,000",,,SONO05-2,,,,
5068,31209793,인천마디병원,동맥경화도검사(맥파전달속도측정),,,,,,"45,000",,,EZ868-1,,,,
5069,31209793,인천마디병원,위장수면내시경환자관리료,,,,,,"50,000",,,GSENDO,,,,
5070,31209793,인천마디병원,대장수면내시경환자관리료,,,,,,"70,000",,,CSENDO,,,,
5071,31209793,인천마디병원,동맥경화도검사(맥파전달속도측정)OP,,,,,,"100,000",,,EZ868,,,,
5072,31209793,인천마디병원,DITI(적외선체열촬영X전신),,,,,,"100,000",,,BGYX1,,,,
5073,31209793,인천마디병원,항CCP항체(lgG),,,,,,"50,000",,,CZ432,,,,
5074,31209793,인천마디병원,Influenza kit(인플루엔자바이러스 A&B),,,,,,"30,000",,,CZ394,,,,
5075,31209793,인천마디병원,Thyroid SONO-FNA(1부위),,,,,,"70,000",,,D5412,,,,
5076,31209793,인천마디병원,Lymphnode sono FNA(1부위),,,,,,"70,000",,,D5413,,,,
5077,31209793,인천마디병원,Breast sono FNA(1부위),,,,,,"70,000",,,D5414,,,,
5078,31209793,인천마디병원,심장초음파(Echocardiography),,,,,,"130,000",,,SONO02,,,,
5079,31209793,인천마디병원,심장초음파(Echocardiography) OP,,,,,,"200,000",,,SONO02A,,,,
5080,31209793,인천마디병원,SONO Breast,,,,,,"70,000",,,SONO03,,,,
5081,31209793,인천마디병원,Doppler (하지),,,,,,"100,000",,,SONO05,,,,
5082,31209793,인천마디병원,SONO Thyroid,,,,,,"70,000",,,SONO08,,,,
5083,31209793,인천마디병원,Muscloskeletal SONO,,,,,,"70,000",,,SONO09,,,,
5084,31209793,인천마디병원,SONO Elbow,,,,,,"70,000",,,SONO19,,,,
5085,31209793,인천마디병원,SONO Forearm,,,,,,"70,000",,,SONO20,,,,
5086,31209793,인천마디병원,SONO Wrist,,,,,,"70,000",,,SONO21,,,,
5087,31209793,인천마디병원,SONO Hand,,,,,,"70,000",,,SONO22,,,,
5088,31209793,인천마디병원,SONO Thigh,,,,,,"70,000",,,SONO23,,,,
5089,31209793,인천마디병원,SONO Knee,,,,,,"70,000",,,SONO24,,,,
5090,31209793,인천마디병원,SONO Lower-Leg,,,,,,"70,000",,,SONO25,,,,
5091,31209793,인천마디병원,SONO Ankle,,,,,,"70,000",,,SONO26,,,,
5092,31209793,인천마디병원,SONO Foot,,,,,,"70,000",,,SONO27,,,,
5093,31209793,인천마디병원,SONO Hip,,,,,,"70,000",,,SONO28,,,,
5094,31209793,인천마디병원,SONO Back,,,,,,"70,000",,,SONO29,,,,
5095,31209793,인천마디병원,SONO neck,,,,,,"70,000",,,SONO29-1,,,,
5096,31209793,인천마디병원,SONO Carotid Doppler,,,,,,"70,000",,,SONO31,,,,
5097,31209793,인천마디병원,SONO Doppler L/E artery(Both),,,,,,"100,000",,,SONO37,,,,
5098,31209793,인천마디병원,SONO Doppler L/E artery Rt,,,,,,"100,000",,,SONO39,,,,
5099,31209793,인천마디병원,SONO Doppler L/E artery Lt,,,,,,"100,000",,,SONO39-1,,,,
5100,31209793,인천마디병원,SONO Guided(upper),,,,,,"30,000",,,SONO49,,,,
5101,31209793,인천마디병원,SONO Guided(lower),,,,,,"40,000",,,SONO49-1,,,,
5102,31209793,인천마디병원,SONO Chest,,,,,,"70,000",,,SONO50,,,,
5103,31209793,인천마디병원,전립선 초음파,,,,,,"70,000",,,SONO51,,,,
5104,31209793,인천마디병원,방광 초음파,,,,,,"70,000",,,SONO52,,,,
5105,31209793,인천마디병원,골반 초음파,,,,,,"70,000",,,SONO53,,,,
5106,31209793,인천마디병원,요실금 초음파,,,,,,"70,000",,,SONO55,,,,
5107,31209793,인천마디병원,SONO shoulder,,,,,,"70,000",,,SONO56,,,,
5108,31209793,인천마디병원,SONO upper arm,,,,,,"70,000",,,SONO57,,,,
5109,31209793,인천마디병원,SONO buttock,,,,,,"70,000",,,SONO58,,,,
5110,31209793,인천마디병원,MRA-Brain(Enhance)[carotid Artry포함],,,,,,"510,000",,,HE135-BAE,,,,
5111,31209793,인천마디병원,MRI-Lt Femur(Enhance),,,,,,"510,000",,,HE123-GLE,,,,
5112,31209793,인천마디병원,MRI-Femur,,,,,,"430,000",,,HE123-GL,,,,
5113,31209793,인천마디병원,MRA-Brain[carotid Artry포함],,,,,,"430,000",,,HE135-BA,,,,
5114,31209793,인천마디병원,MRI-Pelvis,,,,,,"430,000",,,HE128-P,,,,
5115,31209793,인천마디병원,MRI-Abdomen,,,,,,"430,000",,,HE127-A,,,,
5116,31209793,인천마디병원,MRI+MRA Brain,,,,,,"500,000",,,HE100-BIA,,,,
5117,31209793,인천마디병원,MRI+MRA Brain(Enhance),,,,,,"580,000",,,HE100-BIAE,,,,
5118,31209793,인천마디병원,MRI-Brain,,,,,,"430,000",,,HE101-B,,,,
5119,31209793,인천마디병원,MRI-Brain(Enhance),,,,,,"510,000",,,HE101-BE,,,,
5120,31209793,인천마디병원,MRI-Carotid Artery(Enhance),,,,,,"510,000",,,HE101-BEC,,,,
5121,31209793,인천마디병원,MRI-Face,,,,,,"430,000",,,HE103-F,,,,
5122,31209793,인천마디병원,MRI-Neck경부,,,,,,"430,000",,,HE103-N,,,,
5123,31209793,인천마디병원,MRI-Neck 경부(Enhance),,,,,,"510,000",,,HE103-NE,,,,
5124,31209793,인천마디병원,MRI-Orbit,,,,,,"430,000",,,HE103-O,,,,
5125,31209793,인천마디병원,MRI-PNS,,,,,,"430,000",,,HE103-P,,,,
5126,31209793,인천마디병원,MRI-TM joint,,,,,,"430,000",,,HE103-T,,,,
5127,31209793,인천마디병원,MRI-C-Spine,,,,,,"430,000",,,HE109-C,,,,
5128,31209793,인천마디병원,MRI-C-Spine(Enhance),,,,,,"510,000",,,HE109-CE,,,,
5129,31209793,인천마디병원,MRI-C-Spine+CTL,,,,,,"480,000",,,HE109-CW,,,,
5130,31209793,인천마디병원,MRI-C-Spine+CTL(Enhance),,,,,,"560,000",,,HE109-CWE,,,,
5131,31209793,인천마디병원,MRI-T-Spine,,,,,,"430,000",,,HE110-T,,,,
5132,31209793,인천마디병원,MRI-T-Spine(Enhance),,,,,,"510,000",,,HE110-TE,,,,
5133,31209793,인천마디병원,MRI-T-L Spine,,,,,,"430,000",,,HE110-TL,,,,
5134,31209793,인천마디병원,MRI-T-L Spine+CTL,,,,,,"480,000",,,HE110-TLB,,,,
5135,31209793,인천마디병원,MRI-T-L Spine+CTL(Enhance),,,,,,"560,000",,,HE110-TLBE,,,,
5136,31209793,인천마디병원,MRI-T-L Spine(Enhance),,,,,,"510,000",,,HE110-TLE,,,,
5137,31209793,인천마디병원,MRI-T-Spine+CTL,,,,,,"480,000",,,HE110-TW,,,,
5138,31209793,인천마디병원,MRI-T-Spine+CTL(Enhance),,,,,,"560,000",,,HE110-TWE,,,,
5139,31209793,인천마디병원,MRI-CTL-Spine추가,,,,,,"70,000",,,HE111-CTL,,,,
5140,31209793,인천마디병원,MRI-L-Spine,,,,,,"430,000",,,HE111-L,,,,
5141,31209793,인천마디병원,MRI-L-Spine +CTL,,,,,,"480,000",,,HE111-LB,,,,
5142,31209793,인천마디병원,MRI-L-Spine +CTL(Enhance),,,,,,"560,000",,,HE111-LBE,,,,
5143,31209793,인천마디병원,MRI-L-Spine(Enhance),,,,,,"510,000",,,HE111-LE,,,,
5144,31209793,인천마디병원,MRI-Myelgram,,,,,,"430,000",,,HE112-M,,,,
5145,31209793,인천마디병원,MRI-Myelgram+CTL Spine,,,,,,"480,000",,,HE112-MA,,,,
5146,31209793,인천마디병원,MRI-Myelgram+CTL Spine(Enhance),,,,,,"560,000",,,HE112-MAE,,,,
5147,31209793,인천마디병원,MRI-Myelgram(Enhance),,,,,,"510,000",,,HE112-ME,,,,
5148,31209793,인천마디병원,MRI-Lt Shoulder,,,,,,"430,000",,,HE115-SL,,,,
5149,31209793,인천마디병원,MRI-Lt Shoulder(Enhance),,,,,,"510,000",,,HE115-SLE,,,,
5150,31209793,인천마디병원,MRI-Rt Shoulder,,,,,,"430,000",,,HE115-SR,,,,
5151,31209793,인천마디병원,MRI-Rt Shoulder(Enhance),,,,,,"510,000",,,HE115-SRE,,,,
5152,31209793,인천마디병원,MRI-Lt Elbow Joint,,,,,,"430,000",,,HE116-EL,,,,
5153,31209793,인천마디병원,MRI-Lt Elbow Joint(Enhance),,,,,,"510,000",,,HE116-ELE,,,,
5154,31209793,인천마디병원,MRI-Rt Elbow Joint,,,,,,"430,000",,,HE116-ER,,,,
5155,31209793,인천마디병원,MRI-Rt Elbow Joint(Enhance),,,,,,"510,000",,,HE116-ERE,,,,
5156,31209793,인천마디병원,MRI-Lt Wrist,,,,,,"430,000",,,HE117-WL,,,,
5157,31209793,인천마디병원,MRI-Lt Wrist(Enhance),,,,,,"510,000",,,HE117-WLE,,,,
5158,31209793,인천마디병원,MRI-Rt Wrist,,,,,,"430,000",,,HE117-WR,,,,
5159,31209793,인천마디병원,MRI-Rt Wrist(Enhance),,,,,,"510,000",,,HE117-WRE,,,,
5160,31209793,인천마디병원,MRI-Both Hip,,,,,,"430,000",,,HE118-HB,,,,
5161,31209793,인천마디병원,MRI-Rt Hip(Enhance),,,,,,"510,000",,,HE118HRE,,,,
5162,31209793,인천마디병원,MRI-Lt Ankle,,,,,,"430,000",,,HE121-AL,,,,
5163,31209793,인천마디병원,MRI-Lt Ankle(Enhance),,,,,,"510,000",,,HE121-ALE,,,,
5164,31209793,인천마디병원,MRI-Rt Ankle,,,,,,"430,000",,,HE121-AR,,,,
5165,31209793,인천마디병원,MRI-Rt Ankle(Enhance),,,,,,"510,000",,,HE121-ARE,,,,
5166,31209793,인천마디병원,MRI-Lt Forearm,,,,,,"430,000",,,HE122-FL,,,,
5167,31209793,인천마디병원,MRI-Lt Forearm(Enhance),,,,,,"510,000",,,HE122-FLE,,,,
5168,31209793,인천마디병원,MRI-Rt Forearm,,,,,,"430,000",,,HE122-FR,,,,
5169,31209793,인천마디병원,MRI-Rt Forearm(Enhance),,,,,,"510,000",,,HE122-FRE,,,,
5170,31209793,인천마디병원,MRI-Lt Humerus,,,,,,"430,000",,,HE122-HL,,,,
5171,31209793,인천마디병원,MRI-Lt Humerus(Enhance),,,,,,"510,000",,,HE122-HLE,,,,
5172,31209793,인천마디병원,MRI-Rt Humerus,,,,,,"430,000",,,HE122-HR,,,,
5173,31209793,인천마디병원,MRI-Both Hip(Enhance),,,,,,"510,000",,,HE118-HBE,,,,
5174,31209793,인천마디병원,MRI-Lt Hip,,,,,,"430,000",,,HE118-HL,,,,
5175,31209793,인천마디병원,MRI-Lt Hip(Enhance),,,,,,"510,000",,,HE118-HLE,,,,
5176,31209793,인천마디병원,MRI-Rt Hip,,,,,,"430,000",,,HE118-HR,,,,
5177,31209793,인천마디병원,MRI-Lt Knee,,,,,,"430,000",,,HE120-KL,,,,
5178,31209793,인천마디병원,MRI-Lt Knee(Enhance),,,,,,"510,000",,,HE120-KLE,,,,
5179,31209793,인천마디병원,MRI-Rt Knee,,,,,,"430,000",,,HE120-KR,,,,
5180,31209793,인천마디병원,MRI-Rt Knee(Enhance),,,,,,"510,000",,,HE120-KRE,,,,
5181,31209793,인천마디병원,MRI-Lt Ankle,,,,,,"430,000",,,HE121-AL,,,,
5182,31209793,인천마디병원,MRI-Lt Ankle(Enhance),,,,,,"510,000",,,HE121-ALE,,,,
5183,31209793,인천마디병원,MRI-Rt Ankle,,,,,,"430,000",,,HE121-AR,,,,
5184,31209793,인천마디병원,MRI-Rt Ankle(Enhance),,,,,,"510,000",,,HE121-ARE,,,,
5185,31209793,인천마디병원,MRI-Lt Forearm,,,,,,"430,000",,,HE122-FL,,,,
5186,31209793,인천마디병원,MRI-Lt Forearm(Enhance),,,,,,"510,000",,,HE122-FLE,,,,
5187,31209793,인천마디병원,MRI-Rt Forearm,,,,,,"430,000",,,HE122-FR,,,,
5188,31209793,인천마디병원,MRI-Rt Forearm(Enhance),,,,,,"510,000",,,HE122-FRE,,,,
5189,31209793,인천마디병원,MRI-Lt Humerus,,,,,,"430,000",,,HE122-HL,,,,
5190,31209793,인천마디병원,MRI-Lt Humerus(Enhance),,,,,,"510,000",,,HE122-HLE,,,,
5191,31209793,인천마디병원,MRI-Rt Humerus,,,,,,"430,000",,,HE122-HR,,,,
5192,31209793,인천마디병원,MRI-Rt Humerus(Enhance),,,,,,"510,000",,,HE122-HRE,,,,
5193,31209793,인천마디병원,MRI-Lt Hand,,,,,,"430,000",,,HE122-SL,,,,
5194,31209793,인천마디병원,MRI-Lt Hand(Enhance),,,,,,"510,000",,,HE122-SLE,,,,
5195,31209793,인천마디병원,MRI-Rt Hand,,,,,,"430,000",,,HE122-SR,,,,
5196,31209793,인천마디병원,MRI-Rt Hand(Enhance),,,,,,"510,000",,,HE122-SRE,,,,
5197,31209793,인천마디병원,MRI-Lt Foot,,,,,,"430,000",,,HE123-FL,,,,
5198,31209793,인천마디병원,MRI-Lt Foot(Enhance),,,,,,"510,000",,,HE123-FLE,,,,
5199,31209793,인천마디병원,MRI-Rt Foot,,,,,,"430,000",,,HE123-FR,,,,
5200,31209793,인천마디병원,MRI-Rt Foot(Enhance),,,,,,"510,000",,,HE123-FRE,,,,
5201,31209793,인천마디병원,MRI-Lt Femur,,,,,,"430,000",,,HE123-GL,,,,
5202,31209793,인천마디병원,MRI-Lt Femur(Enhance),,,,,,"510,000",,,HE123-GLE,,,,
5203,31209793,인천마디병원,MRI-Rt Femur,,,,,,"430,000",,,HE123-GR,,,,
5204,31209793,인천마디병원,MRI-Rt Femur(Enhance),,,,,,"510,000",,,HE123-GRE,,,,
5205,31209793,인천마디병원,MRI-Lt Tibia,,,,,,"430,000",,,HE123-TL,,,,
5206,31209793,인천마디병원,MRI-Lt Tibia(Enhance),,,,,,"510,000",,,HE123-TLE,,,,
5207,31209793,인천마디병원,MRI-Rt Tibia,,,,,,"430,000",,,HE123-TR,,,,
5208,31209793,인천마디병원,MRI-Rt Tibia(Enhance),,,,,,"510,000",,,HE123-TRE,,,,
5209,31209793,인천마디병원,MRI-Chest,,,,,,"430,000",,,HE125-C,,,,
5210,31209793,인천마디병원,MRI-Chest(Enhance),,,,,,"510,000",,,HE125-CE,,,,
5211,31209793,인천마디병원,MRI-Breast,,,,,,"430,000",,,HE126-B,,,,
5212,31209793,인천마디병원,MRI-Breast(Enhance),,,,,,"510,000",,,HE126-BE,,,,
5213,31209793,인천마디병원,MRI-Abdomen,,,,,,"430,000",,,HE127-A,,,,
5214,31209793,인천마디병원,MRI-Abdomen(Enhance),,,,,,"510,000",,,HE127-AE,,,,
5215,31209793,인천마디병원,MRI-Both Pelvis,,,,,,"430,000",,,HE128-BP,,,,
5216,31209793,인천마디병원,MRI-Both Pelvis(Enhance),,,,,,"510,000",,,HE128-BPE,,,,
5217,31209793,인천마디병원,MRI-Pelvis,,,,,,"430,000",,,HE128-P,,,,
5218,31209793,인천마디병원,MRI-Pelvis(Enhance),,,,,,"510,000",,,HE128-PE,,,,
5219,31209793,인천마디병원,MRI-Pelvis+L-Spine,,,,,,"480,000",,,HE128-PL,,,,
5220,31209793,인천마디병원,MRI-Pelvis+L-Spine(Enhance),,,,,,"560,000",,,HE128-PLE,,,,
5221,31209793,인천마디병원,MRA-Brain(carotid Artry포함),,,,,,"430,000",,,HE135-BA,,,,
5222,31209793,인천마디병원,MRA-Brain(Enhance)(carotid Artry포함),,,,,,"510,000",,,HE135-BAE,,,,
5223,31209793,인천마디병원,MRA-Carotid Artery 추가,,,,,,"50,000",,,HE135-BC,,,,
5224,31209793,인천마디병원,MRI-Whole Spine,,,,,,"430,000",,,HE141-WS,,,,
5225,31209793,인천마디병원,MRI-Whole Spine(Enhance),,,,,,"510,000",,,HE141-WSE,,,,
5226,31209793,인천마디병원,안국니트로푸라존연고450g(1g당),,,,,,70,,,650201050,,,,
5227,31209793,인천마디병원,크리콜론 정(한국파마),,,,,,"30,000",,,BB0101,,,,
5228,31209793,인천마디병원,레주바실(Rejuvasil)(15ml),,,,,,"60,000",,,BB0082,,,,
5229,31209793,인천마디병원,엘도카인카타플라스마(1매),,,,,,"5,000",,,625500350,,,,
5230,31209793,인천마디병원,둘코락스에스장용정,,,,,,350,,,653501140,,,,
5231,31209793,인천마디병원,삐콤 정(유한),,,,,,100,,,642100700,,,,
5232,31209793,인천마디병원,오라메디연고(ORAMEDYPASTE),,,,,,"5,500",,,653400790,,,,
5233,31209793,인천마디병원,둘코락스에스장용정 내시경용,,,,,,350,,,653501140,,,,
5234,31209793,인천마디병원,카티젤겔(염산리도카인)(8.5g/1EA),,,,,,"15,000",,,684900010,,,,
5235,31209793,인천마디병원,트레스탄캅셀(삼진),,,,,,"1,000",,,BB0030,,,,
5236,31209793,인천마디병원,다이제스토정(일양),,,,,,200,,,BB0031,,,,
5237,31209793,인천마디병원,(대한)멸균생리식염수10ml(pp-syringe),,,,,,"1,000",,,645104511,,,,
5238,31209793,인천마디병원,박타프리필드시린지(A형간염백신),,,,,,"80,000",,,655501740,,,,
5239,31209793,인천마디병원,콤비플렉스엠시티페리주 375ml(중외),,,,,,"80,000",,,678900850,,,,
5240,31209793,인천마디병원,에티피에스 주(동광),,,,,,"50,000",,,645905980,,,,
5241,31209793,인천마디병원,덱스메딘주(하나),,,,,,"60,000",,,657805981,,,,
5242,31209793,인천마디병원,브리디온주 2ml,,,,,,"180,000",,,655501751,,,,
5243,31209793,인천마디병원,HPV예방접종(서바릭스),,,,,,"120,000",,,BB0076A,,,,
5244,31209793,인천마디병원,신데렐라주사(10회),,,,,,"230,000",,,BB0049-1,,,,
5245,31209793,인천마디병원,신데렐라주사,,,,,,"30,000",,,BB0049,,,,
5246,31209793,인천마디병원,플라센텍스주,,,,,,"80,000",,,BB0002,,,,
5247,31209793,인천마디병원,"부스트릭스프리필드시린지(디,파,백)백신",,,,,,32000,,,650001960,,,,
5248,31209793,인천마디병원,히시파겐씨 주(감초주사),,,,,,"30,000",,,643603410,,,,
5249,31209793,인천마디병원,메가그린(비타민C),,,,,,"15,000",,,643603510,,,,
5250,31209793,인천마디병원,새로나민주(영양제),,,,,,"50,000",,,645101720,,,,
5251,31209793,인천마디병원,프리베나13주(폐렴구균백신),,,,,,"110,000",,,646500900,,,,
5252,31209793,인천마디병원,"독감예방접종(4가,GSK)-지씨플루쿼드리밸런트프리필드실린지주",,,,,,"35,000",,,650001490,,,,
5253,31209793,인천마디병원,말린다주(hyaluronidase),,,,,,"70,000",,,653102550,,,,
5254,31209793,인천마디병원,액티민주(마늘주사),,,,,,"30,000",,,653401390,,,,
5255,31209793,인천마디병원,조스타박스주(대상포진생바이러스백신),,,,,,"180,000",,,655500900,,,,
5256,31209793,인천마디병원,뉴디엔주,,,,,,"80,000",,,669906640,,,,
5257,31209793,인천마디병원,비타디본주,,,,,,"50,000",,,670606710,,,,
5258,31209793,인천마디병원,생리식염키트주사(250ml),,,,,,"10,000",,,672900360,,,,
5259,31209793,인천마디병원,라이넥주(태반주사),,,,,,"30,000",,,681100020,,,,
5260,31209793,인천마디병원,지씨비타일이주(비타민B12),,,,,,"10,000",,,681100090,,,,
5261,31209793,인천마디병원,지씨치옥트산주,,,,,,"30,000",,,681100120,,,,
5262,31209793,인천마디병원,지씨징크주,,,,,,"40,000",,,681100160,,,,
5263,31209793,인천마디병원,유박스B주(프리필드)B형간염백신,,,,,,"25,000",,,BB0024,,,,
5264,31209793,인천마디병원,아데노피주,,,,,,"50,000",,,BB0026,,,,
5265,31209793,인천마디병원,멀티비타,,,,,,"70,000",,,BB0027,,,,
5266,31209793,인천마디병원,백옥주사,,,,,,"40,000",,,BB0048,,,,
5267,31209793,인천마디병원,백옥주사(10회),,,,,,"300,000",,,BB0048-1,,,,
5268,31209793,인천마디병원,White 신데렐라주사,,,,,,"60,000",,,BB0050,,,,
5269,31209793,인천마디병원,White 신데렐라주사(10회),,,,,,"450,000",,,BB0050-1,,,,
5270,31209793,인천마디병원,마그네슘(저림),,,,,,"30,000",,,BB0051,,,,
5271,31209793,인천마디병원,네페인주(동광),,,,,,"10,000",,,BB0080,,,,
5272,31209793,인천마디병원,독감예방접종(3가)-지씨플루프리필드실린지주,,,,,,"25,000",,,JB990,,,,
5273,31209793,인천마디병원,도수치료1,,,,,,"100,000",,,MX122,,,,
5274,31209793,인천마디병원,도수치료2,,,,,,"200,000",,,MX123,,,,
5275,31209793,인천마디병원,신장분사치료 -Cryo[strech and spray therapy],,,,,,"20,000",,,MZ007,,,,
5276,31209793,인천마디병원,ESWT체외충격파치료(1회),,,,,,"70,000",,,ESWT,,,,
5277,31209793,인천마디병원,"증식치료(Prolotherapy, 사지관절부위)",,,,,,"10,000",,,MY142,,,,
5278,31209793,인천마디병원,"증식치료(Prolotherapy, 척추부위)",,,,,,"10,000",,,MY143,,,,
5279,31209793,인천마디병원,추간판내 고주파 열치료술(IDET),,,,,,"1,000,000",,,SZ083,,,X,X
5280,31209793,인천마디병원,경피적 경막외강 신경성형술[요추](percutaneous epidural neuroplasty),,,,,,"650,000",,,SZ634,,,X,X
5281,31209793,인천마디병원,경피적 경막외강 신경성형술[경추](percutaneous epidural neuroplasty),,,,,,"650,000",,,SZ634-1,,,X,X
5282,31209793,인천마디병원,경피적 경막외강 풍선확장 신경성형술(Balloon PEN),,,,,,"1,000,000",,,SZ641,,,X,X
5283,31209793,인천마디병원,공기밥 추가,,,,,,"1,000",,,DIET1,,,,
5284,31209793,인천마디병원,일반식(보호자식),,,,,,"3,500",,,DIET2,,,,
5285,31209793,인천마디병원,일반 진단서,,,,,,"10,000",,,D01,,,,
5286,31209793,인천마디병원,일반진단서 추가,,,,,,"1,000",,,D01-1,,,,
5287,31209793,인천마디병원,건강 진단서,,,,,,"20,000",,,D01-11,,,,
5288,31209793,인천마디병원,근로능력평가용 진단서,,,,,,"10,000",,,D01-2,,,,
5289,31209793,인천마디병원,소견서,,,,,,"10,000",,,D02,,,,
5290,31209793,인천마디병원,소견서 추가,,,,,,"1,000",,,D02-1,,,,
5291,31209793,인천마디병원,영문 진단(소견)서,,,,,,"20,000",,,D03,,,,
5292,31209793,인천마디병원,영문 진단(소견)서 추가,,,,,,"1,000",,,D03-1,,,,
5293,31209793,인천마디병원,통원 확인서,,,,,,"2,000",,,D05,,,,
5294,31209793,인천마디병원,통원 확인서 추가,,,,,,"1,000",,,D05-1,,,,
5295,31209793,인천마디병원,입퇴원 확인서,,,,,,"2,000",,,D06,,,,
5296,31209793,인천마디병원,입퇴원 확인서 추가,,,,,,"1,000",,,D06-1,,,,
5297,31209793,인천마디병원,수술 확인서,,,,,,"10,000",,,D07,,,,
5298,31209793,인천마디병원,수술 확인서 추가,,,,,,"1,000",,,D07-1,,,,
5299,31209793,인천마디병원,진료기록부 복사(1~5매까지)1매당,,,,,,"1,000",,,D08,,,,
5300,31209793,인천마디병원,진료기록부 복사(6매 이상)1매당,,,,,,100,,,D08-2,,,,
