,Unnamed: 0,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
17287,17288.0,31208398,활기찬병원,Shoulder T-bar,,,보조기,,"30,000",,,,,,,
17288,17289.0,31208398,활기찬병원,Shoulder T-bar(set),,,보조기,,"70,000",,,,,,,
17289,17290.0,31208398,활기찬병원,Shoulder T-bar(Tube),,,보조기,,"25,000",,,,,,,
17290,17291.0,31208398,활기찬병원,Sil Soft (silicone)깔창,,,보조기,,"100,000",,,,,,,
17291,17292.0,31208398,활기찬병원,T-Elbow-Splint,,,보조기,,"25,000",,,,,,,
17292,17293.0,31208398,활기찬병원,Tennis Elbow Brace,,,보조기,,"25,000",,,,,,,
17293,17294.0,31208398,활기찬병원,Thumb spiker brace,,,보조기,,"25,000",,,,,,,
17294,17295.0,31208398,활기찬병원,Toe Spreader,,,보조기,,"15,000",,,,,,,
17295,17296.0,31208398,활기찬병원,Ultra Sling,,,보조기,,"130,000",,,,,,,
17296,17297.0,31208398,활기찬병원,Walking Brace,,,보조기,,"280,000",,,,,,,
17297,17298.0,31208398,활기찬병원,WRIST BAND(PREMA-2W),,,보조기,,"20,000",,,BC1211UZ,,,,
17298,17299.0,31208398,활기찬병원,목발Crutch [편측](A/L),,,보조기,,"12,500",,,,,,,
17299,17300.0,31208398,활기찬병원,족하수보조기,,,보조기,,"160,000",,,,,,,
17300,17301.0,31208398,활기찬병원,압박고정용 재료,,,보조기,,"120,000",,,BC1010PR,,,,
17301,17302.0,31208398,활기찬병원,목발Crutch 1쌍(A/L),,,보조기,,"25,000",,,20330,,,,
17302,17303.0,31208398,활기찬병원,MRI [1부위당],,"[공통]근골격계,척추,복부,뇌",MRI진단료,,"250,000",,,,,,,
17303,17304.0,31208398,활기찬병원,T-L Spine MRI (B),,척추(요천추-흉추와 동시-일반),MRI진단료,,"250,000",,,,,,,
17304,17305.0,31208398,활기찬병원,MRI F/U [1부위당],,"[공통]근골격계,척추,복부,뇌,뇌혈관",MRI진단료,,"300,000",,,,,,,
17305,17306.0,31208398,활기찬병원,MRI-Post OP [1부위당],,"[공통]근골격계,척추,복부,뇌,뇌혈관",MRI진단료,,"300,000",,,,,,,
17306,17307.0,31208398,활기찬병원,조영제추가 [1부위당],,"[공통]근골격계,척추,복부,뇌,뇌혈관",MRI진단료,,"100,000",,,,,,,
17307,17308.0,31208398,활기찬병원,Hip(cor) MRI (B),,근골격계,MRI진단료,,"100,000",,,,,,,
17308,17309.0,31208398,활기찬병원,Knee MRI (TKR),,근골격계,MRI진단료,,"200,000",,,,,,,
17309,17310.0,31208398,활기찬병원,Pelvis MRI F/U (B),,근골격계,MRI진단료,,"500,000",,,,,,,
17310,17311.0,31208398,활기찬병원,MRI + Diffusion (B),,뇌+확산,MRI진단료,,"530,000",,,,,,,
17311,17312.0,31208398,활기찬병원,Brain MRI + MRA (B),,뇌+뇌혈관,MRI진단료,,"700,000",,,,,,,
17312,17313.0,31208398,활기찬병원,Brain MRI + MRA + Diffusion,,뇌+뇌혈관+확산,MRI진단료,,"850,000",,,,,,,
17313,17314.0,31208398,활기찬병원,MRA (B),,뇌혈관,MRI진단료,,"350,000",,,,,,,
17314,17315.0,31208398,활기찬병원,MRA + Diffusion (B),,뇌혈관+확산,MRI진단료,,"450,000",,,,,,,
17315,17316.0,31208398,활기찬병원,Foraminal view MRI (B),,척추,MRI진단료,,"100,000",,,,,,,
17316,17317.0,31208398,활기찬병원,L-S Spine MRI (B),,척추,MRI진단료,,"600,000",,,,,,,
17317,17318.0,31208398,활기찬병원,L-spine + C-T spine + Hip(cor) MRI (B),,척추,MRI진단료,,"550,000",,,,,,,
17318,17319.0,31208398,활기찬병원,L-spine MRI + Hip (cor) (B),,척추,MRI진단료,,"500,000",,,,,,,
17319,17320.0,31208398,활기찬병원,MRI CTL 추가,,척추,MRI진단료,,"100,000",,,,,,,
17320,17321.0,31208398,활기찬병원,Spine + foraminal MRI (B),,척추,MRI진단료,,"450,000",,,,,,,
17321,17322.0,31208398,활기찬병원,T2 sagittal MRI 추가,,척추,MRI진단료,,"100,000",,,,,,,
17322,17323.0,31208398,활기찬병원,Whole spine + foraminal MRI (B),,척추,MRI진단료,,"700,000",,,,,,,
17323,17324.0,31208398,활기찬병원,Whole spine MRI (B),,척추,MRI진단료,,"650,000",,,,,,,
17324,17325.0,31208398,활기찬병원,BMD(DEXA)(1부위)-양방사선(광자)골밀도검사,,다334가 -검진목적,골밀도,,"50,000",,,HC341,,,,
17325,17326.0,31208398,활기찬병원,BMD(DEXA)(2부위이상)-양방사선(광자) 골밀도검사,,다334가 -검진목적,골밀도,,"60,000",,,HC342,,,,
17326,17327.0,31208398,활기찬병원,[위] 진정내시경 환자관리료(구-수면위내시경비용),,기타,내시경,,"74,450",,,EA002,,,,
17327,17328.0,31208398,활기찬병원,[일반]EGD-위내시경검사,,나761-검진목적,내시경,,"80,000",,,,,,,
17328,17329.0,31208398,활기찬병원,균형측정검사,,노-731,장비검사,,"50,000",,,FZ731,,,,
17329,17330.0,31208398,활기찬병원,체온열검사(DITI)-상지,,노-776,장비검사,,"200,000",,,EZ776,,,,
17330,17331.0,31208398,활기찬병원,체온열검사(DITI)-하지,,노-776,장비검사,,"200,000",,,EZ776,,,,
17331,17332.0,31208398,활기찬병원,체온열검사(DITI)-전신,,노-776,장비검사,,"300,000",,,EZ776,,,,
17332,17333.0,31208398,활기찬병원,SONO-mass용,,,초음파검사,,"80,000",,,E9454,,,,
17333,17334.0,31208398,활기찬병원,SONO-갑상선 (경부초음파),,,초음파검사,,"80,000",,,E9416,,,,
17334,17335.0,31208398,활기찬병원,SONO-경동맥A(기타도플러),,,초음파검사,,"200,000",,,E9411,,,,
17335,17336.0,31208398,활기찬병원,SONO-골반(신장/부신/방광),,,초음파검사,,"100,000",,,E9442,,,,
17336,17337.0,31208398,활기찬병원,SONO-도플러 [편측],,,초음파검사,,"150,000",,,E9463,,,,
17337,17338.0,31208398,활기찬병원,SONO-도플러(양측),,,초음파검사,,"300,000",,,,,,,
17338,17339.0,31208398,활기찬병원,SONO-목 (경부초음파),,,초음파검사,,"100,000",,,E9416,,,,
17339,17340.0,31208398,활기찬병원,"SONO-복부 (간,담낭,담도,비장,췌장)",,,초음파검사,,"100,000",,,E9441,,,,
17340,17341.0,31208398,활기찬병원,SONO-복부+골반,,,초음파검사,,"150,000",,,E9441,,,,
17341,17342.0,31208398,활기찬병원,SONO-상지[편측],,,초음파검사,,"80,000",,,E9451,,,,
17342,17343.0,31208398,활기찬병원,SONO-심장(Echocardiogram),,,초음파검사,,"200,000",,,E9437,,,,
17343,17344.0,31208398,활기찬병원,SONO-하지[편측],,,초음파검사,,"80,000",,,E9451,,,,
17344,17345.0,31208398,활기찬병원,도수치료 A,,서-122,이학요법료,,"30,000",,,MX122,,,,
17345,17346.0,31208398,활기찬병원,도수치료 B,,서-122,이학요법료,,"60,000",,,MX122,,,,
17346,17347.0,31208398,활기찬병원,도수치료 C,,서-122,이학요법료,,"100,000",,,MX122,,,,
17347,17348.0,31208398,활기찬병원,도수치료 N,,서-122,이학요법료,,"120,000",,,MX122,,,,
17348,17349.0,31208398,활기찬병원,Prolotherapy-DNA,,서-142,이학요법료,,"100,000",,,MY142,,,,
17349,17350.0,31208398,활기찬병원,Prolotherapy(사지관절부위),,서-142가,이학요법료,,"60,000",,,MY142,,,,
17350,17351.0,31208398,활기찬병원,Prolotherapy(척추부위),,서142나,이학요법료,,"90,000~190,000",,,MY143,,,,
17351,17352.0,31208398,활기찬병원,ESWT(양측)-체외충격파술,,조84,이학요법료,,"100,000",,,SZ084,,,,
17352,17353.0,31208398,활기찬병원,ESWT-체외충격파술,,조84,이학요법료,,"60,000",,,SZ084,,,,
17353,17354.0,31208398,활기찬병원,둘코락스에스장용정,,,경구약,,650,,,652001030,,,,
17354,17355.0,31208398,활기찬병원,베아제정,,,경구약,,400,,,641601460,,,,
17355,17356.0,31208398,활기찬병원,삐콤정 유한양행,,,경구약,,60,,,642100700,,,,
17356,17357.0,31208398,활기찬병원,액티피드정 삼일제약,,,경구약,,200,,,643900900,,,,
17357,17358.0,31208398,활기찬병원,켈로코트 토피칼 젤[15g] 세종메딕스,,흉터연고,외용약,,"52,000",,,,,,,
17358,17359.0,31208398,활기찬병원,[B]콘투락투벡스 [20g] (주)후파르마,,흉터연고,외용약,,"54,000",,,699500022,,,,
17359,17360.0,31208398,활기찬병원,.동화후시딘연고 [1Tube/10g] 동화약품,,,외용약,,"10,500",,,642703970,,,,
17360,17361.0,31208398,활기찬병원,마데카솔분말 10g (동국제약),,,외용약,,"10,000",,,653400540,,,,
17361,17362.0,31208398,활기찬병원,박티그라10cmX10cm,,,외용약,,"3,000",,,681800010,,,,
17362,17363.0,31208398,활기찬병원,알리코클로르헥시딘크림[tube(120g)],,,외용약,,"6,000",,,656001140,,,,
17363,17364.0,31208398,활기찬병원,오라메디연고[10g] 동국제약,,,외용약,,"8,000",,,653400790,,,,
17364,17365.0,31208398,활기찬병원,카티젤겔(CATHEJELL),,,외용약,,"30,000",,,684900012,,,,
17365,17366.0,31208398,활기찬병원,프로즌겔 FROZEN GEL [1튜브(100g)]알리코제약,,,외용약,,"19,000",,,656003860,,,,
17366,17367.0,31208398,활기찬병원,하이렉스1500 (Block),,Block용,주사약,,"90,000",,,654802040,,,,
17367,17368.0,31208398,활기찬병원,하이렉스750(히알루로니다제) -Block,,Block용,주사약,,"60,000",,,654802110,,,,
17368,17369.0,31208398,활기찬병원,하이렉스1500 (PEN)-히알루로니다제,,PEN용,주사약,,"90,000",,,654802040,,,,
17369,17370.0,31208398,활기찬병원,테리본피하주사56.5㎍(테리파라타이드아세트산염),,골대사제제,주사약,,"73,287",,,642507301,,,,
17370,17371.0,31208398,활기찬병원,無 메가그린주 10000mg/20ml (녹십자),,마이어스용-행위료포함,주사약,,,,,643603510,,,,
17371,17372.0,31208398,활기찬병원,無 미네엠주5ml 대한뉴팜,,마이어스용-행위료포함,주사약,,,,,669904700,,,,
17372,17373.0,31208398,활기찬병원,無 헥사비타주 2ml (대한뉴팜),,마이어스용-행위료포함,주사약,,,,,669904680,,,,
17373,17374.0,31208398,활기찬병원,無비타모주 250mg/ml(덱스판테놀) 휴온스,,마이어스용-행위료포함,주사약,,,,,670601120,,,,
17374,17375.0,31208398,활기찬병원,無지타코주(대한뉴팜),,마이어스용-행위료포함,주사약,,,,,669903400,,,,
17375,17376.0,31208398,활기찬병원,無 하이코민주 2ml (마이어스) 휴온스,,마이어스용-행위료포함,주사약,,,,,670602630,,,,
17376,17377.0,31208398,활기찬병원,無푸르설타민주 (녹십자),,마이어스용-행위료포함,주사약,,,,,643601740,,,,
17377,17378.0,31208398,활기찬병원,헥사비타주 2ml (대한뉴팜),,비타민B제제,주사약,,"1,500",,,669904680,,,,
17378,17379.0,31208398,활기찬병원,[B]미네엠주5ml 대한뉴팜,,항경련제,주사약,,"2,000",,,669904701,,,,
17379,17380.0,31208398,활기찬병원,푸르설타민주10ml (녹십자),,비타민 B1제,주사약,,"30,000",,,643601740,,,,
17380,17381.0,31208398,활기찬병원,하이코민주 2ml 휴온스,,"비타민B,C제제",주사약,,"10,000",,,670602630,,,,
17381,17382.0,31208398,활기찬병원,지타코주(은행엽엑스) GITACO INJ.,,순환개선제,주사약,,"2,000",,,669903401,,,,
17382,17383.0,31208398,활기찬병원,스카이셀플루4가PFS 0.5ml (인플루엔자),,인플루엔자 백신,주사약,,"25,000",,,056400031,,,,
17383,17384.0,31208398,활기찬병원,스카이조스터주 SK,,대상포진생바이러스백신,주사약,,"140,000",,,5640004,,,,
17384,17385.0,31208398,활기찬병원,테타불린에스앤주 250IU 에스케이,,백신 -파상풍 예방,주사약,,"25,000",,,50800191,,,,
17385,17386.0,31208398,활기찬병원,프리베나 13주 유한양행,,백신 -폐렴구균,주사약,,"150,000",,,646500900,,,,
17386,17387.0,31208398,활기찬병원,박타프리필드시린지(성인용)1ml-(A형간염),,백신 - A형간염,주사약,,"80,000",,,655501740,,,,
17387,17388.0,31208398,활기찬병원,헤파박스진티에프주 (성인용),,백신 - B형간염,주사약,,"25,000",,,655800150,,,,
17388,17389.0,31208398,활기찬병원,바이타디주(비타민D3),,비타민 D가 결핍 예방 및 치료,주사약,,"50,000",,,669906221,,,,
17389,17390.0,31208398,활기찬병원,뉴트리헥스주 250ml(대한약품),,영양주사,주사약,,"50,000",,,645100110,,,,
17390,17391.0,31208398,활기찬병원,콤비플렉스엠시티페리주375ml JW중외제약㈜,,영양주사,주사약,,"110,000",,,678900850,,,,
17391,17392.0,31208398,활기찬병원,하이렉스1500 0.25cc (히알루로니다제),,주사치료용,주사약,,"36,000",,,654802040,,,,
17392,17393.0,31208398,활기찬병원,바이온주(글루타치온) 넥스팜코리아,,해독주사,주사약,,"50,000",,,662502980,,,,
17393,17394.0,31208398,활기찬병원,구치온주(글루타티온환원형) 비씨월드제약,,해독주사,주사약,,"50,000",,,65310278,,,,
17394,17395.0,31208398,활기찬병원,OR)하이디알주3ml/(주)한국비엠아이,,,주사약,,"100,000",,,654802270,,,,
17395,17396.0,31208398,활기찬병원,無 라이넥주 녹십자,,,주사약,,-,,,681100020,,,,
17396,17397.0,31208398,활기찬병원,아데노피주 20mg/2ml 중헌제약,,,주사약,,"30,000",,,53300141,,,,
17397,17398.0,31208398,활기찬병원,하이코민주 2ml 휴온스,,,주사약,,"10,000",,,670602630,,,,
17398,17399.0,31208398,활기찬병원,히알플러스주1ml(LG)비급여,,,주사약,,"150,000",,,668901330,,,,
17399,17400.0,31208398,활기찬병원,브리디온주 2ml(슈가마덱스나트륨) 한국엠에스디,,,주사약,,"350,000",,,6555501751,,,,
17400,17401.0,31208398,활기찬병원,여자 소변기,,,기타,,"10,000",,,,,,,
17401,17402.0,31208398,활기찬병원,남자 소변기,,,기타,,"5,000",,,,,,,
17402,17403.0,31208398,활기찬병원,대변기,,,기타,,"3,000",,,,,,,
17403,17404.0,31208398,활기찬병원,환의-상의,,,기타,,"15,000",,,,,,,
17404,17405.0,31208398,활기찬병원,환의-하의,,,기타,,"15,000",,,,,,,
17405,17406.0,31208398,활기찬병원,환의한벌,,,기타,,"30,000",,,,,,,
17406,17407.0,31208398,활기찬병원,공기밥 1개 추가,,,식대,,"1,000",,,,,,,
17407,17408.0,31208398,활기찬병원,공기밥 2개 추가,,,식대,,"2,000",,,,,,,
17408,17409.0,31208398,활기찬병원,보호자식(1식),,,식대,,"5,000",,,,,,,
17409,17410.0,31208398,활기찬병원,보호자식(2식),,,식대,,"10,000",,,,,,,
17410,17411.0,31208398,활기찬병원,보호자식(3식),,,식대,,"15,000",,,,,,,
17411,17412.0,31208398,활기찬병원,구급차 사용료,,,이송료,,"20,000",,,,,,,
17412,17413.0,31208398,활기찬병원,이송처치료일반구급차10km초과시(1km당추가),,,이송료,,"1,000",,,,,,,
17413,17414.0,31208398,활기찬병원,이송처치료일반구급차기본요금(10km이내),,,이송료,,"30,000",,,,,,,
17414,17415.0,31208398,활기찬병원,[F]소견서,,,제증명료,,-,,,,,,,
17415,17416.0,31208398,활기찬병원,*소견서(개인보험체출용),,,제증명료,,"10,000",,,,,,,
17416,17417.0,31208398,활기찬병원,*소견서(보험사별도양식),,,제증명료,,"100,000",,,,,,,
17417,17418.0,31208398,활기찬병원,*비급여소견서(개인보험체출용),,,제증명료,,"2,000",,,,,,,
17418,17419.0,31208398,활기찬병원,[F]진료의뢰서발행,,,제증명료,,-,,,,,,,
17419,17420.0,31208398,활기찬병원,일반진단서,,,제증명료,,"20,000",,,,,,,
17420,17421.0,31208398,활기찬병원,영문진단서,,,제증명료,,"20,000",,,,,,,
17421,17422.0,31208398,활기찬병원,상해진단서(3주미만),,,제증명료,,"100,000",,,,,,,
17422,17423.0,31208398,활기찬병원,상해진단서(3주이상),,,제증명료,,"150,000",,,,,,,
17423,17424.0,31208398,활기찬병원,장애진단서[신체적장애],,,제증명료,,"15,000",,,,,,,
17424,17425.0,31208398,활기찬병원,후유장애진단서,,,제증명료,,"100,000",,,,,,,
17425,17426.0,31208398,활기찬병원,국민연금장애심사용진단서,,,제증명료,,"15,000",,,,,,,
17426,17427.0,31208398,활기찬병원,*진단서(보험사별도양식),,,제증명료,,"50,000",,,,,,,
17427,17428.0,31208398,활기찬병원,*장애진단서(개인보험체출용),,,제증명료,,"130,000",,,,,,,
17428,17429.0,31208398,활기찬병원,장애인증명서,,,제증명료,,"1,000",,,,,,,
17429,17430.0,31208398,활기찬병원,입퇴원확인서/입원사실증명서,,,제증명료,,"3,000",,,,,,,
17430,17431.0,31208398,활기찬병원,[F]입퇴원확인서(퇴원시),,,제증명료,,-,,,,,,,
17431,17432.0,31208398,활기찬병원,수술/시술확인서,,,제증명료,,"3,000",,,,,,,
17432,17433.0,31208398,활기찬병원,진료/통원/치료확인서,,,제증명료,,"3,000",,,,,,,
17433,17434.0,31208398,활기찬병원,세부내역서[5장까지],,,제증명료,,"2,000",,,,,,,
17434,17435.0,31208398,활기찬병원,세부내역서[장당],,,제증명료,,100,,,,,,,
17435,17436.0,31208398,활기찬병원,"초진챠트[1~5매](1매당금액/최대5,000원)",,,제증명료,,"1,000",,,,,,,
17436,17437.0,31208398,활기찬병원,"의무기록사본[1~5매](1매당금액/최대5,000원)",,,제증명료,,"1,000",,,,,,,
17437,17438.0,31208398,활기찬병원,의무기록사본[6매이상](1매당금액),,,제증명료,,100,,,,,,,
17438,17439.0,31208398,활기찬병원,"채용검진료계측검사,일반혈액검사,요검사, 흉부방사선검사료포함",,,제증명료,,"30,000",,,,,,,
17439,17440.0,31208398,활기찬병원,"신체 검사료(채용,면허)",,,검진,,"10,000",,,,,,,
17440,17441.0,31208398,활기찬병원,CD복사료,,,제증명료,,"10,000",,,,,,,
17441,17442.0,31208398,활기찬병원,[재발행]일반진단서/소견서,,,제증명료,,"1,000",,,,,,,
17442,17443.0,31208398,활기찬병원,[재발행]상해진단서,,,제증명료,,"1,000",,,,,,,
17443,17444.0,31208398,활기찬병원,[재발행]후유장애진단서,,,제증명료,,"1,000",,,,,,,
17444,17445.0,31208398,활기찬병원,[재발행]입원/통원/수술확인서,,,제증명료,,"1,000",,,,,,,
17445,17446.0,31208398,활기찬병원,향후치료비추정서(천만원미만),,,제증명료,,"50,000",,,,,,,
17446,17447.0,31208398,활기찬병원,향후치료비추정서(천만원이상),,,제증명료,,"100,000",,,,,,,
17447,17448.0,31208398,활기찬병원,건강진단서,,,제증명료,,"20,000",,,,,,,
17448,17449.0,31208398,활기찬병원,병무용진단서,,,제증명료,,"20,000",,,,,,,
17449,17450.0,31208398,활기찬병원,근로능력평가진단서,,,제증명료,,"10,000",,,,,,,
17450,17451.0,31208398,활기찬병원,[B]인플루엔자 A·B 바이러스항원검사 [현장검사],,노490,간이검사,,"25,000",,,CZ394,,,,
17451,17452.0,31208398,활기찬병원,[B][의뢰] Strep. pneumoniae Ag,,기타-의뢰,혈액검사,,"40,000",,,CZ398,,,,
17452,17453.0,31208398,활기찬병원,[B][의뢰]Anti-CCP Antibody[IgG],,노432,혈액검사,,"50,000",,,CZ432,,,,
17453,17454.0,31208398,활기찬병원,[B][의뢰]HLA-B51 PCR,,노597(13),혈액검사,,"70,000",,,CZ909,,,,
17454,17455.0,31208398,활기찬병원,[B]요임신반응검사-[일반면역검사](정성),,검진목적,혈액검사,,"10,000",,,D5701,,,,
17455,17456.0,31208398,활기찬병원,방사선 피폭검사,,기타,혈액검사,,"30,000",,,BRD,,,,
17456,17457.0,31208398,활기찬병원,슬라이드 대여료,,기타,혈액검사,,"5,000",,,,,,,
17457,17458.0,31208398,활기찬병원,[의뢰] PTH-C:국외검사,,기타-의뢰,혈액검사,,"250,000",,,PTH-C+,,,,
17458,17459.0,31208398,활기찬병원,[의뢰]TBPE/Urine,,기타-의뢰,혈액검사,,"10,000",,,C700+,,,,
17459,17460.0,31208398,활기찬병원,[의뢰]모발미네랄검사(TMA),,기타-의뢰,혈액검사,,"120,000",,,TMA,,,,
17460,17461.0,31208398,활기찬병원,[B][의뢰]메탐페타민/요검사,,기타-의뢰,혈액검사,,"12,000",,,C563+,,,,
17461,17462.0,31208398,활기찬병원,[의뢰]암페타민/요검사,,기타-의뢰,혈액검사,,"12,000",,,D419+,,,,
17462,17463.0,31208398,활기찬병원,[B][의뢰]Opiates(정성)/Urine,,기타-의뢰,혈액검사,,"12,000",,,C562+,,,,
17463,17464.0,31208398,활기찬병원,[의뢰]카나비노이드(정성)/요검사,,기타-의뢰,혈액검사,,"12,000",,,Z928+,,,,
17464,17465.0,31208398,활기찬병원,[B][의뢰]코카인/요검사,,기타-의뢰,혈액검사,,"12,000",,,C561+,,,,
17465,17466.0,31208398,활기찬병원,,,,,,,,,,,,,
17466,17467.0,31210015,추새로병원,2인실,상급병실료차액,,,,"50,000",,,BC2,상급병실료(2인실),,,
17467,17468.0,31210015,추새로병원,1인실,상급병실료차액,,,,"100,000",,,BC1,상급병실료(1인실),,,
17468,17469.0,31210015,추새로병원,국민연금 장애 심사용 진단서(정신적장애),제증명수수료,,,,"40,000",,,BS111,,장애진단서-정신적장애(동사무소 국민연금)-신분증,,
17469,17470.0,31210015,추새로병원,지시서,제증명수수료,,,,"3,716",,,BS51,방문간호지시서 20%,,,
17470,17471.0,31210015,추새로병원,지시서,제증명수수료,,,,"18,580",,,BS50,방문간호지시서,,,
17471,17472.0,31210015,추새로병원,소견서,제증명수수료,,,,"5,000",,,BS41,치매진단소견서 10%,,,
17472,17473.0,31210015,추새로병원,영문진단서,제증명수수료,,,,"20,000",,,BS06,일반,영문진단서,,
17473,17474.0,31210015,추새로병원,제증명서 사본,제증명수수료,,,,"1,000",,,BS37,,후유장애진단서-사본,,
17474,17475.0,31210015,추새로병원,제증명서 사본,제증명수수료,,,,"1,000",,,BS33,,상해진단서(3주이상)-사본,,
17475,17476.0,31210015,추새로병원,제증명서 사본,제증명수수료,,,,"1,000",,,BS32,,상해진단서(3주미만)-사본,,
17476,17477.0,31210015,추새로병원,제증명서 사본,제증명수수료,,,,"1,000",,,BS31,,수술확인서-사본,,
17477,17478.0,31210015,추새로병원,제증명서 사본,제증명수수료,,,,"1,000",,,BS30,,일반진단서-사본,,
17478,17479.0,31210015,추새로병원,소견서,제증명수수료,,,,"30,000",,,BS12,개인보험,개인보험소견서,,
17479,17480.0,31210015,추새로병원,소견서,제증명수수료,,,,"10,000",,,BS40,치매진단,치매진단소견서 20%,,
17480,17481.0,31210015,추새로병원,소견서,제증명수수료,,,,"50,000",,,BS39,치매진단,치매진단소견서 100%,,
17481,17482.0,36204471,가제트병원,1인실,상급병실료 차액,,,,"180,000원",,,ABZ01,,,,
17482,17483.0,36204471,가제트병원,경동맥혈관,초음파검사료,,,,"130,000원",,,EB482,,급여 인정기준 외 실시한 경우 비급여,,
17483,17484.0,36204471,가제트병원,유방,초음파검사료,,,,"80,000원",,,EB421,,급여 인정기준 외 실시한 경우 비급여,,
17484,17485.0,36204471,가제트병원,갑상선,초음파검사료,,,,"80,000원",,,EB414,,급여 인정기준 외 실시한 경우 비급여,,
17485,17486.0,36204471,가제트병원,복부,초음파검사료,,,,"80,000원",,,EB441,,급여 인정기준 외 실시한 경우 비급여,,
17486,17487.0,36204471,가제트병원,심장,초음파검사료,,,,"180,000원",,,EB432,,급여 인정기준 외 실시한 경우 비급여,,
17487,17488.0,36204471,가제트병원,근골격,초음파검사료,,,,"75,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17488,17489.0,36204471,가제트병원,shoulder,초음파검사료,,,,"95,000원",,,EB466,,급여 인정기준 외 실시한 경우 비급여,,
17489,17490.0,36204471,가제트병원,elbow,초음파검사료,,,,"75,000원",,,EB463,,급여 인정기준 외 실시한 경우 비급여,,
17490,17491.0,36204471,가제트병원,ankle,초음파검사료,,,,"75,000원",,,EB468,,급여 인정기준 외 실시한 경우 비급여,,
17491,17492.0,36204471,가제트병원,wrist,초음파검사료,,,,"75,000원",,,EB467,,급여 인정기준 외 실시한 경우 비급여,,
17492,17493.0,36204471,가제트병원,knee,초음파검사료,,,,"75,000원",,,EB464,,급여 인정기준 외 실시한 경우 비급여,,
17493,17494.0,36204471,가제트병원,수술 후 정밀 초음파,초음파검사료,,,,"75,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17494,17495.0,36204471,가제트병원,other(기타),초음파검사료,,,,"75,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17495,17496.0,36204471,가제트병원,SONO-BPB,초음파검사료,,,,"170,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17496,17497.0,36204471,가제트병원,SONO3,초음파영상료,,,,"85,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17497,17498.0,36204471,가제트병원,SONO4,초음파영상료,,,,"85,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17498,17499.0,36204471,가제트병원,SONO-FNB,초음파영상료,,,,"170,000원",,,,,급여 인정기준 외 실시한 경우 비급여,,
17499,17500.0,36204471,가제트병원,경추MRI,척추,,,,"490,000원",,,HE109,,급여 인정기준 외 실시한 경우 비급여,,
17500,17501.0,36204471,가제트병원,흉추MRI,척추,,,,"490,000원",,,EH110,,급여 인정기준 외 실시한 경우 비급여,,
17501,17502.0,36204471,가제트병원,요천추MRI,척추,,,,"490,000원",,,HE111,,급여 인정기준 외 실시한 경우 비급여,,
17502,17503.0,36204471,가제트병원,흉요추MRI,척추,,,,"590,000원",,,HE113,,급여 인정기준 외 실시한 경우 비급여,,
17503,17504.0,36204471,가제트병원,견관절MRI,근골격계,,,,"490,000원",,,HE115,,급여 인정기준 외 실시한 경우 비급여,,
17504,17505.0,36204471,가제트병원,주관절MRI,근골격계,,,,"490,000원",,,HE116,,급여 인정기준 외 실시한 경우 비급여,,
17505,17506.0,36204471,가제트병원,수관절MRI,근골격계,,,,"490,000원",,,HE117,,급여 인정기준 외 실시한 경우 비급여,,
17506,17507.0,36204471,가제트병원,고관절MRI,근골격계,,,,"490,000원",,,HE118,,급여 인정기준 외 실시한 경우 비급여,,
17507,17508.0,36204471,가제트병원,슬관절MRI,근골격계,,,,"490,000원",,,HE120,,급여 인정기준 외 실시한 경우 비급여,,
17508,17509.0,36204471,가제트병원,발목관절MRI,근골격계,,,,"490,000원",,,HE121,,급여 인정기준 외 실시한 경우 비급여,,
17509,17510.0,36204471,가제트병원,관절외 상지MRI,근골격계,,,,"490,000원",,,HE122,,급여 인정기준 외 실시한 경우 비급여,,
17510,17511.0,36204471,가제트병원,관절외 하지MRI,근골격계,,,,"490,000원",,,HE123,,급여 인정기준 외 실시한 경우 비급여,,
17511,17512.0,36204471,가제트병원,골반MRI,복부,,,,"490,000원",,,HE128,,급여 인정기준 외 실시한 경우 비급여,,
17512,17513.0,36204471,가제트병원,뇌MRI,두부,,,,"490,000원",,,HE101,,급여 인정기준 외 실시한 경우 비급여,,
17513,17514.0,36204471,가제트병원,경추MRI(조영제사용),척추,,,,"590,000원",,,HE209,,급여 인정기준 외 실시한 경우 비급여,O,
17514,17515.0,36204471,가제트병원,흉추MRI(조영제사용),척추,,,,"590,000원",,,HE210,,급여 인정기준 외 실시한 경우 비급여,O,
17515,17516.0,36204471,가제트병원,요천추MRI(조영제사용),척추,,,,"590,000원",,,HE211,,급여 인정기준 외 실시한 경우 비급여,O,
17516,17517.0,36204471,가제트병원,흉요추MRI(조영제사용),척추,,,,"690,000원",,,HE213,,급여 인정기준 외 실시한 경우 비급여,O,
17517,17518.0,36204471,가제트병원,견관절MRI(조영제사용),근골격계,,,,"590,000원",,,HE215,,급여 인정기준 외 실시한 경우 비급여,O,
