,중분류,소분류,코드,명칭,구분,비용,최저비용,최고비용,치료재료대포함,약제비포함,특이사항,Unnamed: 0,병원코드,병원명,분류,중복컬럼_1,약제비포함여부,치료재료대포함여부
18383,,,BM5021AP,"대한멸균드레싱밴드(에이,비)",Dressing Kit (10*10 밴드포함),"2,500",,,,,,18384.0,31209572.0,광명21세기병원,건조 드레싱류,,,
18384,,,BJ4801UN,Spinaut,Spinaut Epidural catheter,"750,000",,,,,,18385.0,31209572.0,광명21세기병원,경막외강 신경박리술 및 감압 신경성형술용,,,
18385,,,BJ4802RA,ST COX,St.COX,"750,000",,,,,,18386.0,31209572.0,광명21세기병원,경막외강 신경박리술 및 감압 신경성형술용,,,
18386,,,,Ice Bag,Ice Bag,"27,500",,,,,,18387.0,31209572.0,광명21세기병원,기타,,,
18387,,,,Toe spreader,Toe spreader(1쌍),"22,000",,,,,1쌍,18388.0,31209572.0,광명21세기병원,기타,,,
18388,,,,목발,목발,"22,000",,,,,1쌍,18389.0,31209572.0,광명21세기병원,기타,,,
18389,,,,무지외반증슈즈,무지외반증슈즈,"46,200",,,,,1쌍(전규격),18390.0,31209572.0,광명21세기병원,기타,,,
18390,,,,벨포,"벨포밴드(S,M,L)","38,500",,,,,,18391.0,31209572.0,광명21세기병원,기타,,,
18391,,,,소프트칼라,소프트칼라,"15,000",,,,,,18392.0,31209572.0,광명21세기병원,기타,,,
18392,,,,팔걸이,팔걸이,,"3,300","5,500",,,성인/소아구분,18393.0,31209572.0,광명21세기병원,기타,,,
18393,,,,폐활량계,인스피로메타(폐활량측정기),"15,000",,,,,,18394.0,31209572.0,광명21세기병원,기타,,,
18394,,,,환의-상의,환의 상-환자 갖고감,"11,000",,,,,반납시 환불,18395.0,31209572.0,광명21세기병원,기타,,,
18395,,,,환의-하의,환의 하-환자 갖고감,"11,000",,,,,반납시 환불,18396.0,31209572.0,광명21세기병원,기타,,,
18396,,,,테니스엘보우밴드(전규격),테니스엘보우밴드(전규격),"33,000",,,,,,18397.0,31209572.0,광명21세기병원,기타,,,
18397,,,,8자붕대(쇄골밴드),8자붕대(쇄골밴드),"11,000",,,,,,18398.0,31209572.0,광명21세기병원,기타,,,
18398,,,,cast shoes,cast shoes,"13,200",,,,,1개,18399.0,31209572.0,광명21세기병원,기타,,,
18399,,,BM5101LX,3M SOFT CLOTH TAPE,3M SOFT CLOTH TAPE 10*10,"3,600",,,,,,18400.0,31209572.0,광명21세기병원,드레싱 고정류,,,
18400,,,BM5101LX,3M SOFT CLOTH TAPE,3M SOFT CLOTH TAPE 15*10,"6,900",,,,,,18401.0,31209572.0,광명21세기병원,드레싱 고정류,,,
18401,,,BM5101UY,씨에스소프트픽스,CS Soft Fix(전규격),"29,000",,,,,,18402.0,31209572.0,광명21세기병원,드레싱 고정류,,,
18402,,,BM5101UY,씨에스소프트픽스,CS Soft Fix(전규격),"27,500",,,,,,18403.0,31209572.0,광명21세기병원,드레싱고정류,,,
18403,,,BK5001LD,BIS XP PLATFORM,BIS XP PLATFORM,"120,000",,,,,2017.4.1선별급여,18404.0,31209572.0,광명21세기병원,바이스펙트랄 지수(BISPECTRAL INDEX) 감시용 SENSOR,,,
18404,,,BC1301PE,K-D CLAMP,K-D CLAMP,"190,000",,,,,,18405.0,31209572.0,광명21세기병원,발톱고정용 재료,,,
18405,,,BJ1025WI,CS HOLDER II,CS HOLDER II,,"67,000","88,000",,,Prone용/도넛베개형,18406.0,31209572.0,광명21세기병원,배악관 고정용판,,,
18406,,,BJ1004PL,폴리가드,Foley Guard(폴리가드),"15,000",,,,,,18407.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18407,,,BJ1006GA,Multifix EF,Multifix EF,"11,500",,,,,,18408.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18408,,,BJ1011GA,MULTIFIX B,MULTIFIX B,"6,900",,,,,,18409.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18409,,,BJ1012GA,MULTIFIX I.V,MULTIFIX I.V,"7,100",,,,,,18410.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18410,,,BJ1016SZ,EZ-FIX PLUS,EZ-FIX PLUS,"40,500",,,,,,18411.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18411,,,BJ1005DC,TRACHEAL TUBE HOLDER,S-Holder (Tracheal Tube holder),"138,600",,,,,2019.07.01 선별급여전환,18412.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18412,,,BJ1000VO,CARE-FIX,CARE-FIX,"24,000",,,,,,18413.0,31209572.0,광명21세기병원,배액관 고정용판,,,
18413,,,BM2001LG,INNOMED SILICONE TAPE,Silicone Tape Roll 4.0*5.0,"4,000",,,,,,18414.0,31209572.0,광명21세기병원,상처고정 및 보호용,,,
18414,,,BM2001LG,INNOMED SILICONE TAPE,Silicone Tape Sheet 4.0*6.0,"17,500",,,,,,18415.0,31209572.0,광명21세기병원,상처고정 및 보호용,,,
18415,,,BM2002SZ,EZ-PLUS SILICONE TAPE,EZ-PLUS SILICONE TAPE(3.5*30),,"12,000","20,900",,,,18416.0,31209572.0,광명21세기병원,상처고정 및 보호용,,,
18416,,,BM2002SZ,EZ-PLUS SILICONE TAPE,EZ-PLUS SILICONE TAPE(7.5*6),,"19,800","25,300",,,,18417.0,31209572.0,광명21세기병원,상처고정 및 보호용,,,
18417,,,BM5302VT,"젠타큐(GENTA Q),콜라폼(COLLAFORM),콜라실드 더블액션",젠타큐(GENTA Q),"550,000",,,,,,18418.0,31209572.0,광명21세기병원,생물학적 드레싱류,,,
18418,,,BM5301TJ,콜라폼A(COLLAFORM A),콜라폼A(COLLAFORM A),"550,000",,,,,,18419.0,31209572.0,광명21세기병원,생물학적 드레싱류,,,
18419,,,BM5300TD,이노티스 플러스,이노티스 플러스(INOTISS PLUS),"550,000",,,,,,18420.0,31209572.0,광명21세기병원,생물학적 드레싱류,,,
18420,,,BL9001PC,ESOPHAGEAL STETHOSCOPE,ESOPHAGEAL STETHOSCOPE,"132,000",,,,,2019.07.01 선별급여전환,18421.0,31209572.0,광명21세기병원,"심음,폐음,체온감시용",,,
18421,,,BC1215HT,EZ Rap Brace,"EZ Rap Brace (고관절, 어깨, 무릎)","110,000",,,,,,18422.0,31209572.0,광명21세기병원,압박고정용 SPLINT,,,
18422,,,BC1200IT,유밴드,유밴드,"65,000",,,,,,18423.0,31209572.0,광명21세기병원,압박고정용 SPLINT,,,
18423,,,BK7000GS,PLIO,"PLIO 8"" - 120cm(lower)","61,000",,,,,,18424.0,31209572.0,광명21세기병원,압박고정용(탄력반창고),,,
18424,,,BK7000GS,PLIO,"PLIO 6"" - 80cm(Upper)","56,000",,,,,,18425.0,31209572.0,광명21세기병원,압박고정용(탄력반창고),,,
18425,,,,ACE EDEN PEEK CAGEⅡ(비),ACE EDEN PEEK CAGEⅡ(비),"550,000",,,,,한시적비급여,18426.0,31209572.0,광명21세기병원,요추용 CAGE(1LEVEL당2개사용),,,
18426,,,,ENDO Spinal Lumbar Cage,ENDO Spinal Lumbar Cage,"550,000",,,,,2019.11 급여전환,18427.0,31209572.0,광명21세기병원,요추용 CAGE(1LEVEL당2개사용),,,
18427,,,,FELIX-L PLIF CAGE(비),FELIX-L PLIF CAGE(비),"550,000",,,,,한시적비급여,18428.0,31209572.0,광명21세기병원,요추용 CAGE(1LEVEL당2개사용),,,
18428,,,BM1301XE,일회용여과기부착침,Dual filter Syringe(전규격),"1,600",,,,,,18429.0,31209572.0,광명21세기병원,의약품주입여과기,,,
18429,,,BM1305VA,GREEN MEDI EZI FILTER SYRINGE,GREEN MEDI EZI FILTER SYRINGE (전규격),"1,320",,,,,,18430.0,31209572.0,광명21세기병원,의약품주입여과기(5㎛),,,
18430,,,BC0103ED,SUREFUSE-TM,SURWFUSE-TM 1cc/3cc,,"900,000","1,400,000",,,용량구분,18431.0,31209572.0,광명21세기병원,인체조직유래 2차 가공뼈,,,
18431,,,BC0105ED,XGEN GRAFT,XGEN GRAFT 1cc / 3cc,,"700,000","1,500,000",,,용량구분,18432.0,31209572.0,광명21세기병원,인체조직유래 2차 가공뼈,,,
18432,,,BC0107ED,EDENFUSE,EDENFUSE 1cc,"900,000",,,,,,18433.0,31209572.0,광명21세기병원,인체조직유래 2차 가공뼈,,,
18433,,,BC0101KV,ALLOMATRIX INJECTABLE PUTTY,Allomatrix Injectable Putty 3cc,"1,500,000",,,,,,18434.0,31209572.0,광명21세기병원,인체조직유래 2차 가공뼈,,,
18434,,,BC0101IE,ORTHOBLAST II PASTE,ORTHOBLAST ∥ PASTE 3cc,"1,600,000",,,,,,18435.0,31209572.0,광명21세기병원,인체조직유래 2차 가공뼈,,,
18435,,,BK7103AS,MULTI-FIX EASY BAND,MULTI-FIX EASY BAND(전규격),"60,500",,,,,,18436.0,31209572.0,광명21세기병원,자착성(탄력)붕대,,,
18436,,,BB3004EE,DERMABOND,DERMABOND,"120,000",,,,,,18437.0,31209572.0,광명21세기병원,창상봉합용 액상접착제,,,
18437,,,BB3001WQ,TISSUE AID,TISSUE AID,"120,000",,,,,,18438.0,31209572.0,광명21세기병원,창상봉합용 액상접착제,,,
18438,,,BB3001DX,DERMA FLEX QS,DERMA FELX QS,"132,000",,,,,2019.12.1 선별급여 전환,18439.0,31209572.0,광명21세기병원,창상봉합용 액상접착제,,,
18439,,,BM2101QT,MEDICLORE,메디클로  1cc,,"560,000",,,,,18440.0,31209572.0,광명21세기병원,척추경막외 유착방지제,,,
18440,,,BF0101VT,하이배리(HIBARRY),하이배리 3ml,,,"920,000",,,,18441.0,31209572.0,광명21세기병원,척추경막외 유착방지제,,,
18441,,,BF0003GZ,BAGUERA C,BAGUERA-C (최대 2level까지 산정),,"5,500,000","11,000,000",,,1Level추가시,18442.0,31209572.0,광명21세기병원,척추고정용,,,
18442,,,BF0004AT,PRODISC-C,PRODISC-C Nova-SM(최대2 level 인정),,"5,500,000","11,000,000",,,1Level추가시,18443.0,31209572.0,광명21세기병원,척추고정용,,,
18443,,,BF0005AT,PRODISC-L,PRODISC-L-SM,"5,500,000",,,,,,18444.0,31209572.0,광명21세기병원,척추고정용,,,
18444,,,BF0001KV,MOBI-C WITH PLUG & FIT,MOBI-C,,"5,500,000","11,000,000",,,1Level추가시,18445.0,31209572.0,광명21세기병원,척추고정용,,,
18445,,,BF0001HB,ROTAIO,ROTAIO-C,,"5,500,000","11,000,000",,,1Level추가시,18446.0,31209572.0,광명21세기병원,척추고정용,,,
18446,,,BF0200MN,일회용발조절식전기수술기용전극,ENDO FLEX (일회용발조절식전기수술기용전극-(G8002)),"1,450,000",,,,,IDET 수술재료대,18447.0,31209572.0,광명21세기병원,추간판내 고주파 열치료술,,,
18447,,,BF0202RA,ABRO-C,전기수술기용 전극 ABRO-C,"1,450,000",,,,,IDET 수술재료대,18448.0,31209572.0,광명21세기병원,추간판내 고주파 열치료술,,,
18448,,,BJ4801DA,EXPEDIO BALLOON CATHETER,EXPEDIO BALLOON CATHETER,"950,000",,,,,,18449.0,31209572.0,광명21세기병원,풍선확장 경막외강 유착박리술용,,,
18449,,,BM5000AE,SCARGEN,SCARGEN(스카젠) 0.9g,"150,000",,,,,,18450.0,31209572.0,광명21세기병원,필름 드레싱류,,,
18450,,,BM5002SZ,COVER K,COVER K (전규격),"21,500",,,,,,18451.0,31209572.0,광명21세기병원,합성거즈 드레싱류,,,
18451,,,BM6001CO,Humid Tube(Heated circuit KIT),Humid Tube(Heated circuit KIT),"130,000",,,,,2017.9.1선별급여,18452.0,31209572.0,광명21세기병원,호흡회로(가온·가습용),,,
18452,,,BM6001GA,Uni heated circuit KIT,Uni heated circuit KIT,"130,000",,,,,2017.9.1선별급여,18453.0,31209572.0,광명21세기병원,호흡회로(가온·가습용),,,
18453,,,BM6006CO,Mega Acer Kit,Mega Acer Circuit,"130,000",,,,,2017.9.1선별급여,18454.0,31209572.0,광명21세기병원,호흡회로(가온·가습용),,,
18454,,,,ACE EDEN Spinal Fixation System Screw,ACE EDEN Spinal Fixation System Screw,"500,000",,,,,한시적비급여,18455.0,31209572.0,광명21세기병원,흉요추용 SCREW SET,,,
18455,,,,ENDO Spinal Fixation System Screw III,ENDO Spinal Fixation System Screw III,"500,000",,,,,한시적비급여,18456.0,31209572.0,광명21세기병원,흉요추용 SCREW SET,,,
18456,,,,ACE EDEN Spinal Fixation System Rod,ACE EDEN Spinal Fixation System Rod,"150,000",,,,,한시적비급여,18457.0,31209572.0,광명21세기병원,흉요추용ROD,,,
18457,,,,ENDO Spinal Fixation System ROD III,ENDO Spinal Fixation System ROD III,"150,000",,,,,한시적비급여,18458.0,31209572.0,광명21세기병원,흉요추용ROD,,,
18458,,,,ENFIX ROD,ENFIX ROD,"150,000",,,,,한시적비급여,18459.0,31209572.0,광명21세기병원,흉요추용ROD,,,
18459,,,,ENFIX SCREW,ENFIX SCREW,"500,000",,,,,한시적비급여,18460.0,31209572.0,광명21세기병원,흉요추용SCREW SET,,,
18460,,,BM5000SQ,SURGICON,SURGICON,"154,000",,,,,,18461.0,31209572.0,광명21세기병원,흉터관리재료,,,
18461,,,668900920,유박스비주1ml,,"30,000",,,,,B형간염백신,18462.0,31209572.0,광명21세기병원,,,,
18462,,,648902270,프리베나13주,,"130,000",,,,,폐렴구균백신,18463.0,31209572.0,광명21세기병원,,,,
18463,,,655501940,프로디악스23프리필드시린지,,"50,000",,,,,폐렴구균백신,18464.0,31209572.0,광명21세기병원,,,,
18464,,,665900180,아박심160U성인용주,,"80,000",,,,,A형간염백신,18465.0,31209572.0,광명21세기병원,,,,
18465,,,665001971,네프콤주사액 2ml,,"11,000",,,,,1앰플,18466.0,31209572.0,광명21세기병원,,,,
18466,,,665002151,네프콤주사액 5ml,,"25,500",,,,,1앰플,18467.0,31209572.0,광명21세기병원,,,,
18467,,,653501140,둘코락스에스장용정,,"1,000",,,,,1정,18468.0,31209572.0,광명21세기병원,,,,
18468,,,670600790,메리트씨주사(아스코르빈산),,"30,000",,,,,비타민C,18469.0,31209572.0,광명21세기병원,,,,
18469,,,653102270,아스코빅주 20ml,,"30,000",,,,,1앰플,18470.0,31209572.0,광명21세기병원,,,,
18470,,,641601460,베아제정,,400,,,,,1정,18471.0,31209572.0,광명21세기병원,,,,
18471,,,653400670,복합마데카솔연고,,"10,000",,,,,1개,18472.0,31209572.0,광명21세기병원,,,,
18472,,,642100700,삐콤정,,500,,,,,1정,18473.0,31209572.0,광명21세기병원,,,,
18473,,,647801080,삼진타우로린주사2% 250ml,,"130,000",,,,,1병,18474.0,31209572.0,광명21세기병원,,,,
18474,,,,슈프라민주 250ml-영양제,,"50,000",,,,,1병,18475.0,31209572.0,광명21세기병원,,,,
18475,,,,스카이지 겔 15G,,"40,000",,,,,1개,18476.0,31209572.0,광명21세기병원,,,,
18476,,,647501480,쎄레스톤지크림,,"4,500",,,,,1개,18477.0,31209572.0,광명21세기병원,,,,
18477,,,,아미닉 200Ml-(한올)-영양제,,"100,000",,,,,1병,18478.0,31209572.0,광명21세기병원,,,,
18478,,,659900340,아큐판주사액(염산네포팜),,"8,000",,,,,1앰플,18479.0,31209572.0,광명21세기병원,,,,
18479,,,643900900,액티피드정,,100,,,,,1정,18480.0,31209572.0,광명21세기병원,,,,
18480,,,653400790,오라메디연고,,"5,000",,,,,1개,18481.0,31209572.0,광명21세기병원,,,,
18481,,,670601940,진코발주(은행엽엑스),,"25,000",,,,,순환개선제/기타주사제포함,18482.0,31209572.0,광명21세기병원,,,,
18482,,,684900010,카티젤겔(리도카인염산염수화물),,"12,500",,,,,1개,18483.0,31209572.0,광명21세기병원,,,,
18483,,,671805120,큐라스텐액(시트룰린말산염),,"2,500",,,,,1포,18484.0,31209572.0,광명21세기병원,,,,
18484,,,647802340,트레스탄캅셀,,"1,000",,,,,1정,18485.0,31209572.0,광명21세기병원,,,,
18485,,,652101560,프록토세딜연고,,"5,000",,,,,1개,18486.0,31209572.0,광명21세기병원,,,,
18486,,,648903070,프리세덱스주(덱스메데토미딘염산염),,"46,000",,,,,1앰플,18487.0,31209572.0,광명21세기병원,,,,
18487,,,646601400,플로실헤모스태틱매트릭스,,"1,000,000",,,,,1바이알 - 지혈제,18488.0,31209572.0,광명21세기병원,,,,
18488,,,642703970,후시딘연고,,"8,000",,,,,1개,18489.0,31209572.0,광명21세기병원,,,,
18489,,,622801630,훼렉스 주5ml,,"30,000",,,,,1앰플,18490.0,31209572.0,광명21세기병원,,,,
18490,,,662800050,에이티피주,,"30,000",,,,,1앰플,18491.0,31209572.0,광명21세기병원,,,,
18491,,,641604660,이지에프새살연고 1g,,"3,000",,,,,외래처치시(1g당),18492.0,31209572.0,광명21세기병원,,,,
18492,,,641604660,이지에프새살연고 10g,,"30,000",,,,,1tube,18493.0,31209572.0,광명21세기병원,,,,
18493,,,641606290,대웅플러스본주,,"40,000",,,,,비타민D,18494.0,31209572.0,광명21세기병원,,,,
18494,,,056400041,스카이조스터주(대상포진생바이러스백신),,"110,000",,,,,바이알,18495.0,31209572.0,광명21세기병원,,,,
18495,,,653102270,아스코빅주 20ml,,"30,000",,,,,비타민C,18496.0,31209572.0,광명21세기병원,,,,
18496,,,669904600,리포라제주1500iu,,"67,500",,,,,바이알,18497.0,31209572.0,광명21세기병원,,,,
18497,,,650901940,아다멜엔주,,"50,000",,,,,미량원소9종,18498.0,31209572.0,광명21세기병원,,,,
18498,,,622900010,카티스템(동종 제대혈유래 중간엽줄기세포),,"7,500,000",,,,,,18499.0,31209572.0,광명21세기병원,,,,
18499,,,654400571,삭센다펜주6mg/ml,,"130,000",,,,,비만치료제,18500.0,31209572.0,광명21세기병원,,,,
18500,,,056400031,스카이셀플루4가프리필드,,"40,000",,,,,독감예방백신,18501.0,31209572.0,광명21세기병원,,,,
18501,,,655501751,브리디온주 2ml,,"240,000",,,,,전신마취시,18502.0,31209572.0,광명21세기병원,,,,
18502,,,645102411,판비콤프주 4ml (Vitamin B1),,"2,000",,,,,1앰플당,18503.0,31209572.0,광명21세기병원,,,,
18503,,,PDZ01,일반진단서,일반진단서,"20,000",,,,,,18504.0,31209572.0,광명21세기병원,,,,
18504,,,PDZ01,일반진단서,근로능력평가용진단서,"10,000",,,,,,18505.0,31209572.0,광명21세기병원,,,,
18505,,,PDZ02,상해진단서(3주미만),상해진단서(3주미만),"100,000",,,,,,18506.0,31209572.0,광명21세기병원,,,,
18506,,,PDZ02,상해진단서(3주이상),상해진단서(3주이상),"150,000",,,,,,18507.0,31209572.0,광명21세기병원,,,,
18507,,,PDZ03,사망진단서,사망진단서,"10,000",,,,,,18508.0,31209572.0,광명21세기병원,,,,
18508,,,PDZ04,시체검안서,사체검안서,"30,000",,,,,,18509.0,31209572.0,광명21세기병원,,,,
18509,,,PDZ07,장애진단서(일반장애),장애진단서,"15,000",,,,,,18510.0,31209572.0,광명21세기병원,,,,
18510,,,PDZ07,장애진단서(지적장애),"지체장애용 상하지기능장애,척추장애 소견서","10,000",,,,,,18511.0,31209572.0,광명21세기병원,,,,
18511,,,PDZ07,장애진단서(후유장애),"지체장애용 상하지기능장애,척추장애 소견서","10,000",,,,,,18512.0,31209572.0,광명21세기병원,,,,
18512,,,PDZ08,병사용진단서,병사용진단서,"20,000",,,,,,18513.0,31209572.0,광명21세기병원,,,,
18513,,,PDZ09,입원확인서,입원확인서,"3,000",,,,,,18514.0,31209572.0,광명21세기병원,,,,
18514,,,PDZ09,진료확인서,진료확인서,"3,000",,,,,,18515.0,31209572.0,광명21세기병원,,,,
18515,,,PDZ09,입퇴원확인서,입퇴원확인서 사본,"1,000",,,,,,18516.0,31209572.0,광명21세기병원,,,,
18516,,,PDZ09,통원확인서,통원확인서,"3,000",,,,,,18517.0,31209572.0,광명21세기병원,,,,
18517,,,PDZ09,외래진료확인서,진료확인서,"3,000",,,,,,18518.0,31209572.0,광명21세기병원,,,,
18518,,,PDZ10,국민연금장애심사용진단서,국민연금장애진단서,"15,000",,,,,,18519.0,31209572.0,광명21세기병원,,,,
18519,,,PDZ11,사본발급,국민연금장애진단서 사본,"1,000",,,,,,18520.0,31209572.0,광명21세기병원,,,,
18520,,,PDZ12,소견서(보험회사제출용),소견서,"10,000",,,,,,18521.0,31209572.0,광명21세기병원,,,,
18521,,,PDZ14,향후치료비추정서(천만원 미만),향후치료비추정서(천만원미만),"50,000",,,,,,18522.0,31209572.0,광명21세기병원,,,,
18522,,,PDZ14,향후치료비추정서(천만원 이상),향후치료비추정서(천만원이상),"100,000",,,,,,18523.0,31209572.0,광명21세기병원,,,,
18523,,,PDE01,영문진단서(일반진단서),영문진단서,"20,000",,,,,,18524.0,31209572.0,광명21세기병원,,,,
18524,,,,수술확인서,수술확인서,"3,000",,,,,,18525.0,31209572.0,광명21세기병원,,,,
18525,,,,초진기록지,초진기록지,"1,000",,,,,,18526.0,31209572.0,광명21세기병원,,,,
18526,,,,진료기록부,진료기록복사 (1~5매),"1,000",,,,,1매당금액,18527.0,31209572.0,광명21세기병원,,,,
18527,,,,진료기록부,진료기록복사 (6매 이상),100,,,,,1매당금액,18528.0,31209572.0,광명21세기병원,,,,
18528,,,,의사소견서(노인장기요양신청),노인장기요양보험 의사소견서(보험본인부담 10%),"3,550",,,,,,18529.0,31209572.0,광명21세기병원,,,,
18529,,,,의사소견서(노인장기요양신청),노인장기요양보험 의사소견서(보험본인부담 20%),"7,110",,,,,,18530.0,31209572.0,광명21세기병원,,,,
18530,,,,의사소견서(노인장기요양신청),노인장기요양보험 의사소견서(전액본인부담),"35,570",,,,,,18531.0,31209572.0,광명21세기병원,,,,
18531,,,PDZ01,채용신체검사서,채용건강검진,"20,000",,,,,검사비용포함,18532.0,31209572.0,광명21세기병원,,,,
18532,,,,각종사본,"진단서, 소견서, 진료, 통원확인서","1,000",,,,,,18533.0,31209572.0,광명21세기병원,,,,
18533,,,,진료비세부내역서,진료비세부내역서(최초1부 무료),무료,,,,,최초1부 무료,18534.0,31209572.0,광명21세기병원,,,,
18534,,,,진료비세부내역서,진료비세부내역서(추가)-1부당,"1,000",,,,,1부당 금액,18535.0,31209572.0,광명21세기병원,,,,
18535,,,,진료비세부내역서,진료비세부내역서(보험사)-1부당,"3,000",,,,,,18536.0,31209572.0,광명21세기병원,,,,
18536,,,,영상진단료,CD COPY,"10,000",,,,,영상복사 수수료,18537.0,31209572.0,광명21세기병원,,,,
18537,,,PDZ07,장애진단서(후유장애),후유장해(맥브라이드식)진단서,"100,000",,,,,,18538.0,31209572.0,광명21세기병원,,,,
18538,,,PDZ07,장애진단서(후유장해),후유장해(AMA)진단서,"100,000",,,,,,18539.0,31209572.0,광명21세기병원,,,,
18539,상급병실료,특실,VA010,,,"200,000",,,,,,18540.0,38205572.0,단디병원,,,,
18540,상급병실료,1인실,VA011,,,"150,000",,,,,,18541.0,38205572.0,단디병원,,,,
18541,,항CCP항체〔IgG〕      (류마티스성 관절염 검사),CZ432,,,"45,000",,,,,,18542.0,38205572.0,단디병원,,,,
18542,기능검사료,적외선 체열검사(DITI),EZ776,,,"130,000",,,,,,18543.0,38205572.0,단디병원,,,,
18543,기능검사료,적외선 체열검사(DITI),EZ776,,,"100,000",,,,,,18544.0,38205572.0,단디병원,,,,
18544,초음파,두경부,EB414,,,"70,000",,,,,,18545.0,38205572.0,단디병원,,,,
18545,초음파,심장,EB431,,,"150,000",,,,,,18546.0,38205572.0,단디병원,,,,
18546,초음파,복부,EB441,,,"70,000
      ~120,000",,,,,,18547.0,38205572.0,단디병원,,,,
18547,초음파,복부,EB443,,,"70,000
      ~120,000",,,,,,18548.0,38205572.0,단디병원,,,,
18548,초음파,복부,EB444,,,"70,000
      ~120,000",,,,,,18549.0,38205572.0,단디병원,,,,
18549,초음파,복부,EB445,,,"70,000
      ~120,000",,,,,,18550.0,38205572.0,단디병원,,,,
18550,초음파,복부,EB450,,,,,,,,,18551.0,38205572.0,단디병원,,,,
18551,초음파,"근골격, 연부-관절",EB461,,,"50,000",,,,,,18552.0,38205572.0,단디병원,,,,
18552,초음파,"근골격, 연부-관절",EB462,,,"50,000",,,,,,18553.0,38205572.0,단디병원,,,,
18553,초음파,"근골격, 연부-관절",EB463,,,"70,000",,,,,,18554.0,38205572.0,단디병원,,,,
18554,초음파,"근골격, 연부-관절",EB464,,,"70,000",,,,,,18555.0,38205572.0,단디병원,,,,
18555,초음파,"근골격, 연부-관절",EB465,,,"70,000",,,,,,18556.0,38205572.0,단디병원,,,,
18556,초음파,"근골격, 연부-관절",EB466,,,"70,000",,,,,,18557.0,38205572.0,단디병원,,,,
18557,초음파,"근골격, 연부-관절",EB467,,,"70,000",,,,,,18558.0,38205572.0,단디병원,,,,
18558,초음파,"근골격, 연부-관절",EB468,,,"70,000",,,,,,18559.0,38205572.0,단디병원,,,,
18559,초음파,혈관,EB482,,,"70,000      ~100,000",,,,,,18560.0,38205572.0,단디병원,,,,
18560,MRI,척추,HE109,,,"400,000",,,,,,18561.0,38205572.0,단디병원,,,,
18561,MRI,척추,HE110,,,"400,000",,,,,,18562.0,38205572.0,단디병원,,,,
18562,MRI,척추,HE111,,,"400,000",,,,,,18563.0,38205572.0,단디병원,,,,
18563,MRI,척추,HE112,,,"400,000",,,,,,18564.0,38205572.0,단디병원,,,,
18564,MRI,척추,HE113,,,"400,000",,,,,,18565.0,38205572.0,단디병원,,,,
18565,MRI,척추,HE114,,,"400,000",,,,,,18566.0,38205572.0,단디병원,,,,
18566,MRI,근골격계,HE115,,,"400,000",,,,,,18567.0,38205572.0,단디병원,,,,
18567,MRI,근골격계,HE116,,,"400,000",,,,,,18568.0,38205572.0,단디병원,,,,
18568,MRI,근골격계,HE117,,,"400,000",,,,,,18569.0,38205572.0,단디병원,,,,
18569,MRI,근골격계,HE118,,,"400,000",,,,,,18570.0,38205572.0,단디병원,,,,
18570,MRI,근골격계,HE119,,,"400,000",,,,,,18571.0,38205572.0,단디병원,,,,
18571,MRI,근골격계,HE120,,,"400,000",,,,,,18572.0,38205572.0,단디병원,,,,
18572,MRI,근골격계,HE121,,,"400,000",,,,,,18573.0,38205572.0,단디병원,,,,
18573,MRI,근골격계,HE122,,,"400,000",,,,,,18574.0,38205572.0,단디병원,,,,
18574,MRI,근골격계,HE123,,,"400,000",,,,,,18575.0,38205572.0,단디병원,,,,
18575,이학요법료,도수치료,MX122,,,"70,000",,,,,,18576.0,38205572.0,단디병원,,,,
18576,이학요법료,도수치료,MX122,,,"100,000",,,,,,18577.0,38205572.0,단디병원,,,,
18577,이학요법료,도수치료,MX122,,,"150,000",,,,,,18578.0,38205572.0,단디병원,,,,
18578,이학요법료,PRO Tx,MY142,,,"50,000",,,,,,18579.0,38205572.0,단디병원,,,,
18579,이학요법료,신장분사치료(냉각치료),MZ007,,,"20,000",,,,,,18580.0,38205572.0,단디병원,,,,
18580,처치 및 수술료,체외충격파 A,SZ084,,,"60,000",,,,,,18581.0,38205572.0,단디병원,,,,
18581,처치 및 수술료,체외충격파 B,SZ084,,,"100,000",,,,,,18582.0,38205572.0,단디병원,,,,
18582,처치 및 수술료,체외충격파 simple,SZ084,,,"40,000",,,,,,18583.0,38205572.0,단디병원,,,,
18583,"처치 및    수술료
      (척추시술)",처치 및    수술료      (척추시술),SZ631,,,,,,,,,18584.0,38205572.0,단디병원,,,,
18584,"처치 및    수술료
      (척추시술)",추간판내    고주파 열치료술,SZ083,,,"1,000,000",,,,,,18585.0,38205572.0,단디병원,,,,
18585,"처치 및    수술료
      (척추시술)",경피적 경막외강 신경성형술,SZ634,,,"400,000~1,200,000",,,,,,18586.0,38205572.0,단디병원,,,,
18586,"처치 및    수술료
      (척추시술)",FIMS,MZ001,,,"200,000~350,000",,,,,,18587.0,38205572.0,단디병원,,,,
18587,외용약,네오시덤 연고 10g,644800190,,,"3,500",,,,,,18588.0,38205572.0,단디병원,,,,
